Hospital Name,Details Link,Address,City/Area,Description,Contact Info,Photos,Telephone,Email,Street Address
Imbaba Fever Hospital,https://healtheg.com/ar/Item/2414/مستشفى-حميات-امبابة,"Nile Corniche, Imbaba, Giza",Giza-Imbaba,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0233112430,,"Nile Corniche, Imbaba, Giza"
Helwan Fever Hospital,https://healtheg.com/ar/Item/730/مستشفى-حميات-حلوان,"21 Farid Sarhan St., branched from Fayeda, Helwan, Cairo",Cairo-Color,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0225561530,,"21 Farid Sarhan St., branched from Fayeda, Helwan, Cairo"
Dairout Fever Hospital,https://healtheg.com/ar/Item/3036/مستشفى-حميات-ديروط,"Port Said St., Dairout, Assiut",Assiut-Rudrout,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0884770887,,"Port Said St., Dairout, Assiut"
Hamida Medical Hospital,https://healtheg.com/ar/Item/2479/مستشفى-حميدة-الطبى,"6 Mahmoud Al -Ansa St. Michaid National Square, next to the Khalil Radiology Center, Zagazig, Sharqia",Eastern-Zagazig,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0552324121,,"6 Mahmoud Al -Ansa St. Michaid National Square, next to the Khalil Radiology Center, Zagazig, Sharqia"
Eve Hospital,https://healtheg.com/ar/Item/2980/مستشفى-حواء,3 Al -Rasheed St.,Dakahlia-Mansoura,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0502310310 - 0502333619 - 0502311434,,3 Al -Rasheed St.
Eve Hospital for birth,https://healtheg.com/ar/Item/2991/مستشفى-حواء-للولادة,Hope Tower - Social Service St.,Qaliubiya-Benha New,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0133236057 - 0133235760,,Hope Tower - Social Service St.
Dr. Ismail Hosni Hospital,https://healtheg.com/ar/Item/2914/مستشفى-د-اسماعيل-حسنى,"25 Arab League St., close to the Mustafa Mahmoud Mosque, Mohandessin, Giza",Giza-Engineers,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0233377305 - 0237481316 - 0233377205,,"25 Arab League St., close to the Mustafa Mahmoud Mosque, Mohandessin, Giza"
Dr. Al -Shazly Hospital,https://healtheg.com/ar/Item/905/مستشفى-د-الشاذلى,"2 Ahmed Arafa St., branch from Ahmed Zaki St., Maadi, Cairo",Cairo-Maadi,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0223510676,,"2 Ahmed Arafa St., branch from Ahmed Zaki St., Maadi, Cairo"
Dr. Al -Ghandour Hospital,https://healtheg.com/ar/Item/2886/مستشفى-د-الغندور,"9 Canal St. Siege, Kindergarten, Damietta",Damietta-kinder,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0573470007 - 01005201725,,"9 Canal St. Siege, Kindergarten, Damietta"
Dr. Imam Muhammad Amer Hospital,https://healtheg.com/ar/Item/3029/مستشفى-د-امام-محمد-عامر,"Al -Thawra, Aga, Dakahlia",Dakahlia-Jaja,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0506455047,,"Al -Thawra, Aga, Dakahlia"
Dr. Badran Hospital,https://healtheg.com/ar/Item/3078/مستشفى-د-بدران,"3 Al -Ahrar St., Dokki, Giza",Giza-Al-Diqi,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01112174370,,"3 Al -Ahrar St., Dokki, Giza"
Taj Hospital,https://healtheg.com/ar/Item/2400/مستشفى-د-تاج,"1 Al -Nasr Tower - Kafr Tahrams Road, close to Kafr Tahrams School, Faisal, Giza",Giza-Faisal,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0237219350 - 0237205289,,"1 Al -Nasr Tower - Kafr Tahrams Road, close to Kafr Tahrams School, Faisal, Giza"
Dr. Jamal Madi Abu Al -Azaim Hospital,https://healtheg.com/ar/Item/2408/مستشفى-د-جمال-ماضى-ابو-العزائم,"P1 - - First Industrial Zone, in front of the Eastern Weights, Tenth of Ramadan, Eastern",Eastern-Tenth of Ramadan,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,015364453 - 01001764498,,"P1 - - First Industrial Zone, in front of the Eastern Weights, Tenth of Ramadan, Eastern"
Hospital D Account,https://healtheg.com/ar/Item/2924/مستشفى-د-حساب,47 Mansha St.,Alexandria-Muharram Bey,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,033938480 - 033935788 - 01227435718 - 033905599,,47 Mansha St.
Dr. Hossam Ahmed Shalaby Hospital,https://healtheg.com/ar/Item/855/مستشفى-د-حسام-احمد-شلبى,"5 Port Said Square, in front of Maadi Police Department, Maadi, Cairo",Cairo-Maadi,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0223804411 - 0223806688,,"5 Port Said Square, in front of Maadi Police Department, Maadi, Cairo"
Dr. Abdul Zahir Hospital,https://healtheg.com/ar/Item/2997/مستشفى-د-عبد-الظاهر,Adel Al -Rifai St.,Western-Greater Mahala,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0402239300,,Adel Al -Rifai St.
Dr. Othman Hospital - Maadi,https://healtheg.com/ar/Item/784/مستشفى-د-عثمان---المعادى,"16 St. 107, Maadi, Cairo",Cairo-Maadi,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0225260168 - 0225260172 - 0225260170 - 0225260169,,"16 St. 107, Maadi, Cairo"
Dr. Azza Al -Shamaa Hospital,https://healtheg.com/ar/Item/2590/مستشفى-د-عزة-الشماع,14 Shafiq Ghali St.,Giza-the pyramid,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0235850379 - 0235857423 - 01001659165 - 01003339189,,14 Shafiq Ghali St.
Dr. Amr Hussein Hospital for birth,https://healtheg.com/ar/Item/978/مستشفى-د-عمرو-حسين-للولادة,"29 People's Assembly St., Mrs. Zainab, Cairo",Cairo-Mrs. Zainab,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0227951710,,"29 People's Assembly St., Mrs. Zainab, Cairo"
Dr. Farouk Ahmed Murad Hospital,https://healtheg.com/ar/Item/2442/مستشفى-د-فاروق-احمد-مراد-التخصصى,"Sadat St., behind the Super Jett position, Sadat, Assiut",Assiut-Sadat,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0882331866 - 0882334191,,"Sadat St., behind the Super Jett position, Sadat, Assiut"
Dr. Fahim Abdul Rahim Hospital,https://healtheg.com/ar/Item/2419/مستشفى-د-فاهم-عبد-الرحيم,"10 Al -Zahraa St. branch from Sudan St., in front of Saudi Group for Automotive Trading, Dokki, Giza",Giza-Al-Diqi,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0237600260 - 0237600233 - 0237600250,,"10 Al -Zahraa St. branch from Sudan St., in front of Saudi Group for Automotive Trading, Dokki, Giza"
Dr. Farhat Hospital Ali Farhat,https://healtheg.com/ar/Item/3017/مستشفى-د-فرحات-على-فرحات,"7 Ahmed Orabi St., Imbaba, Giza",Giza-Imbaba,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0233123454,,"7 Ahmed Orabi St., Imbaba, Giza"
Dr. Fahmy Hospital,https://healtheg.com/ar/Item/882/مستشفى-د-فهمى,"157 Al -Mataroui St., in front of the old Matareya section, Al -Matareya, Cairo",Cairo-Mataria,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0222513365 - 0222516035,,"157 Al -Mataroui St., in front of the old Matareya section, Al -Matareya, Cairo"
Dr. Qutb Hospital,https://healtheg.com/ar/Item/2510/مستشفى-د-قطب,"295 Faisal St., Faisal, Giza",Giza-Faisal,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0235859668,,"295 Faisal St., Faisal, Giza"
Dr. Maher McCain Hospital,https://healtheg.com/ar/Item/3158/مستشفى-د-ماهر-مكين,"Ahmed Orabi St., Shubra Al -Khaimah, Qaliubiya",Qaliubiya-Shubra Al-Khaimah,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0246066736,,"Ahmed Orabi St., Shubra Al -Khaimah, Qaliubiya"
Dr. Mohamed Fayez Hospital,https://healtheg.com/ar/Item/911/مستشفى-د-محمد-فايز,"1 Ibrahim Al -Luqani St. Roxy Square - Floor 3, in front of Omar Effendi, Heliopolis, Cairo",Cairo-Heliopolis,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0222592559,,"1 Ibrahim Al -Luqani St. Roxy Square - Floor 3, in front of Omar Effendi, Heliopolis, Cairo"
Dr. Mohamed Mahmoud Bakr Hospital,https://healtheg.com/ar/Item/967/مستشفى-د-محمد-محمود-بكر,"Ahmed Anasi St., Helwan, Cairo",Cairo-Color,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01147132076 - 01016993841,,"Ahmed Anasi St., Helwan, Cairo"
Dr. Mahmoud Ahmed Radwan Hospital,https://healtheg.com/ar/Item/994/مستشفى-د-محمود-احمد-رضوان,"36 A Ragheb, Helwan, Cairo",Cairo-Color,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0225555457 - 0225579240,,"36 A Ragheb, Helwan, Cairo"
Dr. Mahmoud Fayez Hospital for birth,https://healtheg.com/ar/Item/976/مستشفى-د-محمود-فايز-للولادة,"6 Ibn Al -Awam St., Khalaf Kentucky, Heliopolis, Cairo",Cairo-Heliopolis,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0226239689,,"6 Ibn Al -Awam St., Khalaf Kentucky, Heliopolis, Cairo"
Dr. Mustafa Al -Wakeel Hospital,https://healtheg.com/ar/Item/1031/مستشفى-د-مصطفى-الوكيل,"14 Aziz Ballah St., in front of Nasser Social Bank, Olive, Cairo",Cairo-olives,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0222594248 - 0222594134,,"14 Aziz Ballah St., in front of Nasser Social Bank, Olive, Cairo"
Dr. Nazih Al -Sheikh Hospital,https://healtheg.com/ar/Item/3216/مستشفى-د-نزيه-الشيخ,"Ahmed Orabi St., Mit Ghamr, Dakahlia",Dakahlia-Matt Ghamr,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0506908456,,"Ahmed Orabi St., Mit Ghamr, Dakahlia"
Dr. Nazmi Hospital,https://healtheg.com/ar/Item/3219/مستشفى-د-نظمى-امالى,"2 Abdel Salam Aref, Saad Zaghloul Square, in front of Omar Effendi, Austria, Suez",Suez-Namsa,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0623340400 - 0623340300,,"2 Abdel Salam Aref, Saad Zaghloul Square, in front of Omar Effendi, Austria, Suez"
Dr. Yousry Jawhar Hospital,https://healtheg.com/ar/Item/1156/مستشفى-د-يسرى-جوهر,"25 Abdel Aziz Al Saud St., next to Al Arabi Hotel, Miles Al Rawda, Cairo",Cairo-Miles Al-Rawda,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0223648268,,"25 Abdel Aziz Al Saud St., next to Al Arabi Hotel, Miles Al Rawda, Cairo"
Dr. Hospital.Ahmed Abdel Aziz,https://healtheg.com/ar/Item/2517/مستشفى-د--احمد-عبد-العزيز,"Rusafa Street, Judges Buildings, Muharram Bey, Alexandria,",Alexandria-Muharram Bey,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,+2033900399,,"Rusafa Street, Judges Buildings, Muharram Bey, Alexandria,"
Dr. Hospital.Mohammed Al -Shabrawi,https://healtheg.com/ar/Item/2538/مستشفى-د--محمد-الشبراويشى,"14 Ismail Abu Al -Fotouh St., Al -Sadd Square, formerly Vinie Square, Dokki, Giza",Giza-Al-Diqi,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0237606444,,"14 Ismail Abu Al -Fotouh St., Al -Sadd Square, formerly Vinie Square, Dokki, Giza"
Dar Al -Hayat Hospital,https://healtheg.com/ar/Item/987/مستشفى-دار-الحياة,"Al Zakat Foundation St., Al Marg, Cairo",Cairo-Al-Marj,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0228725212,,"Al Zakat Foundation St., Al Marg, Cairo"
Dar Al -Hayat Hospital,https://healtheg.com/ar/Item/53581/مستشفى-دار-الحياه,"The second district, next to a qualitative education college - the second neighborhood - the new Damietta - Damietta",Damietta-Damietta new,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,057 2401680,,"The second district, next to a qualitative education college - the second neighborhood - the new Damietta - Damietta"
Dar Al Salam Hospital,https://healtheg.com/ar/Item/2529/مستشفى-دار-السلام,"Old Al -Busta St., in front of the railway station, the marine mandera, Alexandria",Alexandria-Mandara Bahri,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,035498205,,"Old Al -Busta St., in front of the railway station, the marine mandera, Alexandria"
Dar Al Salam Specialist Hospital,https://healtheg.com/ar/Item/2548/مستشفى-دار-السلام-التخصصى,"Al Mawazine St. - Abu Al -Rish, Damanhour, Al -Buhaira",Al-Buhaira-Damanhour,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0453322478 - 0453333174 - 0453310662,,"Al Mawazine St. - Abu Al -Rish, Damanhour, Al -Buhaira"
Dar Al Salam General Hospital,https://healtheg.com/ar/Item/873/مستشفى-دار-السلام-العام,"187 Corniche Nile, Ancient Egypt, Cairo",Cairo-Ancient Egypt,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0223642355 - 0223642106,,"187 Corniche Nile, Ancient Egypt, Cairo"
Dar Al Salam Central Hospital,https://healtheg.com/ar/Item/2860/مستشفى-دار-السلام-المركزى,"Sohag Road Qena, Dar Al Salam, Sohag",Sohag-Dar Al Salam,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0934850333,,"Sohag Road Qena, Dar Al Salam, Sohag"
Dar Al Salam Orthopedic Hospital,https://healtheg.com/ar/Item/3071/مستشفى-دار-السلام-للعظام,"1 Endowment Building - July 26th, next to Al Sukariya Restaurant, Assiut, Assiut",Assiut-Assiut,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0882334690,,"1 Endowment Building - July 26th, next to Al Sukariya Restaurant, Assiut, Assiut"
Dar Al -Shifa Hospital,https://healtheg.com/ar/Item/2486/مستشفى-دار-الشفاء,"The General Hospital Road, next to the National Bank of Egypt, Faqous, Sharqia",Eastern-Faraos,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0553970076,,"The General Hospital Road, next to the National Bank of Egypt, Faqous, Sharqia"
Dar Al -Ayoun Hospital - 6 October,https://healtheg.com/ar/Item/53577/مستشفي-دار-العيون---٦-اكتوبر,"27 Crizi Water Axis Sheikh Zayed, Entrance 2 - Sheikh Zayed Department - Giza, Egypt",Giza-Sheikh Zayed,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,02 37963013,,"27 Crizi Water Axis Sheikh Zayed, Entrance 2 - Sheikh Zayed Department - Giza, Egypt"
Dar Al Fouad Hospital,https://healtheg.com/ar/Item/2905/مستشفى-دار-الفؤاد,"July 26 Street, Tourist District, 6 October City, next to the University of Egypt for Science and Technology, Sixth of October, Giza 12568 Arab Republic of Egypt",Giza-October,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png, +2-011-2577-7300 - 02 38247248 - 16370,,"July 26 Street, Tourist District, 6 October City, next to the University of Egypt for Science and Technology, Sixth of October, Giza 12568 Arab Republic of Egypt"
Dar Al -Fouad Hospital in Nasr City,https://healtheg.com/ar/Item/2495/مستشفى-دار-الفؤاد-بمدينة-نصر,"Al -Nasr Road intersection with Youssef Abbas, Nasr City, Cairo Governorate",Cairo-Nasr Country,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,16370,,"Al -Nasr Road intersection with Youssef Abbas, Nasr City, Cairo Governorate"
Dar Heart and Chest Hospital,https://healtheg.com/ar/Item/1188/مستشفى-دار-القلب-والصدر,"649 Freedom Road next to the Central Al -Fateh, Ganaklis - Second Sand Department, Alexandria",Alexandria-Nanaklis,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,035750480,,"649 Freedom Road next to the Central Al -Fateh, Ganaklis - Second Sand Department, Alexandria"
Dar Bin Al -Nafees Hospital,https://healtheg.com/ar/Item/3076/مستشفى-دار-بن-النفيس,"18 Transforme St. branch from Al Haram St., in front of the Central Bank Press, Al Haram, Giza",Giza-the pyramid,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0235853338 - 0235822998 - 01093585555 - 0235822889,,"18 Transforme St. branch from Al Haram St., in front of the Central Bank Press, Al Haram, Giza"
Desouk General Hospital,https://healtheg.com/ar/Item/2803/مستشفى-دسوق-العام,"Hospital St., Desouk, Kafr El -Sheikh",Kafr El-Sheikh-Soverery,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0472563050,,"Hospital St., Desouk, Kafr El -Sheikh"
Dairout General Hospital,https://healtheg.com/ar/Item/2707/مستشفى-ديروط-العام,"Port Said St., Dairout, Assiut",Assiut-Rudrout,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0884770777 - 0884770444,,"Port Said St., Dairout, Assiut"
Ras Al Bar Central Hospital,https://healtheg.com/ar/Item/2773/مستشفى-رأس-البر-المركزى,"St. 2 branched from the Directorate St., next to the Ras al -Bar, Ras al -Bar, Damietta, Damietta",Damietta-Ras Al Bar,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0572528011 - 0572530328 - 0572530327 - 0572530329,,"St. 2 branched from the Directorate St., next to the Ras al -Bar, Ras al -Bar, Damietta, Damietta"
Ras Al -Teen General Hospital,https://healtheg.com/ar/Item/2701/مستشفى-رأس-التين-العام,"Ras Al -Teen Palace St., next to the Culture Palace - Al -Anfoushi, Ras Al -Teen, Alexandria",Alexandria-Ras Al-Teen,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,034816026 - 034816025,,"Ras Al -Teen Palace St., next to the Culture Palace - Al -Anfoushi, Ras Al -Teen, Alexandria"
Ras Sidr General Hospital,https://healtheg.com/ar/Item/2595/مستشفى-رأس-سدر-العام,"The land of the association, next to the power station, Ras Sidr, South Sinai",South Sinai-Ras Sidr,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0693400214,,"The land of the association, next to the power station, Ras Sidr, South Sinai"
Equipment Head Hospital,https://healtheg.com/ar/Item/2693/مستشفى-رئيس-الملائكة,"11 Omar bin Abdul Aziz St., Al -Hamra Al -Thani, Second Department of Assiut, Assiut",Assiut-East,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,+20882124000,,"11 Omar bin Abdul Aziz St., Al -Hamra Al -Thani, Second Department of Assiut, Assiut"
